course_id,course_name,skill,difficulty,rating,duration_hours,num_students
437,Python Basics,Python,Advanced,4.8,33,55937
438,Data Visualization with Python,Data Visualization,Beginner,4.52,26,213118
439,SQL for Data Science,SQL,Intermediate,4.77,5,479588
440,SQL for Data Science,SQL,Beginner,3.96,13,30636
441,Probability Course,Probability,Advanced,3.55,14,306309
442,Data Visualization with Python,Data Visualization,Advanced,3.65,5,282778
443,Numpy Fundamentals,Numpy,Beginner,4.83,32,184740
444,Natural Language Processing,NLP,Intermediate,4.79,10,451237
445,Linear Algebra Course,Linear Algebra,Beginner,3.8,40,350283
446,Advanced Python,Python,Intermediate,4.47,13,408375
447,Natural Language Processing,NLP,Beginner,4.76,12,277528
448,Linear Algebra Course,Linear Algebra,Intermediate,4.11,33,239206
449,Machine Learning Intro,Machine Learning,Advanced,4.81,12,51704
450,Natural Language Processing,NLP,Intermediate,4.07,29,442282
451,Probability Course,Probability,Advanced,3.82,16,277922
452,Statistics for Data Science,Statistics,Intermediate,3.79,4,338357
453,TensorFlow Crash Course,TensorFlow,Advanced,4.86,32,366614
454,PyTorch for Deep Learning,PyTorch,Intermediate,4.66,6,325468
455,PyTorch for Deep Learning,PyTorch,Advanced,3.84,32,87800
456,Statistics for Data Science,Statistics,Advanced,3.67,18,265200
457,Data Analysis Course,Data Analysis,Advanced,3.98,10,306097
458,Advanced Python,Python,Beginner,3.91,8,381359
459,TensorFlow Crash Course,TensorFlow,Advanced,4.14,18,161233
460,Deep Learning Fundamentals,Deep Learning,Beginner,4.24,35,387135
461,Neural Networks,Deep Learning,Advanced,3.82,7,350174
462,Data Analysis Course,Data Analysis,Beginner,4.76,33,335915
463,Linear Algebra Course,Linear Algebra,Beginner,3.93,40,301167
464,Data Analysis Course,Data Analysis,Intermediate,3.67,19,141933
465,TensorFlow Crash Course,TensorFlow,Beginner,3.51,9,390364
466,Statistics for Data Science,Statistics,Intermediate,4.81,3,357890
467,SQL for Data Science,SQL,Advanced,3.52,37,241795
468,Python Basics,Python,Intermediate,4.85,9,253477
469,Data Analysis Course,Data Analysis,Beginner,4.65,6,4349
470,SQL for Data Science,SQL,Beginner,3.77,30,263290
471,Probability Course,Probability,Beginner,3.67,40,179075
472,Probability Course,Probability,Intermediate,4.01,23,106165
473,SQL for Data Science,SQL,Advanced,4.28,5,136386
474,Pandas for Data Analysis,Pandas,Advanced,3.69,11,37239
475,Data Analysis Course,Data Analysis,Intermediate,4.38,38,468246
476,Numpy Fundamentals,Numpy,Advanced,3.85,5,469397
477,Linear Algebra Course,Linear Algebra,Intermediate,4.56,12,316819
478,TensorFlow Crash Course,TensorFlow,Beginner,4.57,34,71288
479,Neural Networks,Deep Learning,Beginner,4.69,5,295606
480,TensorFlow Crash Course,TensorFlow,Advanced,3.83,16,19483
481,ML Algorithms,Machine Learning,Advanced,4.17,13,335127
482,Data Visualization with Python,Data Visualization,Beginner,3.56,25,449454
483,Data Analysis Course,Data Analysis,Intermediate,4.42,33,99701
484,Advanced Python,Python,Advanced,4.13,7,116039
485,Deep Learning Fundamentals,Deep Learning,Beginner,4.91,8,469149
486,ML Algorithms,Machine Learning,Intermediate,3.99,9,481288
487,ML Algorithms,Machine Learning,Intermediate,3.58,23,433734
488,Natural Language Processing,NLP,Beginner,4.46,20,353618
489,Statistics for Data Science,Statistics,Beginner,3.77,35,355995
490,Python for Data Science,Python,Intermediate,3.55,21,31149
491,Probability Course,Probability,Intermediate,4.96,27,253909
492,Probability Course,Probability,Intermediate,4.46,24,449700
493,Numpy Fundamentals,Numpy,Intermediate,4.05,39,326577
494,TensorFlow Crash Course,TensorFlow,Intermediate,3.56,33,162995
495,TensorFlow Crash Course,TensorFlow,Beginner,4.4,13,256041
496,Natural Language Processing,NLP,Beginner,4.05,6,294583
497,Probability Course,Probability,Advanced,4.5,40,349801
498,Statistics for Data Science,Statistics,Intermediate,3.69,39,287824
499,TensorFlow Crash Course,TensorFlow,Beginner,3.77,36,335440
500,Data Visualization with Python,Data Visualization,Beginner,3.52,18,120319
501,PyTorch for Deep Learning,PyTorch,Beginner,3.65,19,145724
502,Neural Networks,Deep Learning,Intermediate,4.24,22,469972
503,Data Visualization with Python,Data Visualization,Beginner,3.82,37,307716
504,Probability Course,Probability,Intermediate,4.74,11,147845
505,SQL for Data Science,SQL,Advanced,4.82,36,321058
506,Neural Networks,Deep Learning,Beginner,4.94,23,341940
507,Probability Course,Probability,Intermediate,4.99,20,414859
508,Python Basics,Python,Advanced,4.98,22,456928
509,Pandas for Data Analysis,Pandas,Advanced,3.72,36,160430
510,SQL for Data Science,SQL,Intermediate,3.79,15,279801
511,PyTorch for Deep Learning,PyTorch,Intermediate,4.63,24,382191
512,Data Visualization with Python,Data Visualization,Beginner,4.64,29,127470
513,PyTorch for Deep Learning,PyTorch,Advanced,4.29,35,245907
514,Machine Learning Intro,Machine Learning,Advanced,3.57,38,453099
515,Natural Language Processing,NLP,Advanced,4.42,11,51673
516,Numpy Fundamentals,Numpy,Beginner,4.43,14,249379
517,Natural Language Processing,NLP,Beginner,4.42,11,474417
518,Linear Algebra Course,Linear Algebra,Beginner,3.79,11,39963
519,Probability Course,Probability,Beginner,4.98,38,46332
520,PyTorch for Deep Learning,PyTorch,Advanced,3.67,28,410793
521,Computer Vision Basics,Computer Vision,Intermediate,3.92,34,133737
522,PyTorch for Deep Learning,PyTorch,Intermediate,4.03,2,104234
523,Data Visualization with Python,Data Visualization,Advanced,4.46,10,303769
524,Probability Course,Probability,Intermediate,3.9,28,402999
525,SQL for Data Science,SQL,Intermediate,3.76,28,55678
526,SQL for Data Science,SQL,Beginner,4.92,26,3572
527,Data Analysis Course,Data Analysis,Beginner,3.58,16,41663
528,SQL for Data Science,SQL,Intermediate,4.28,15,55502
529,Statistics for Data Science,Statistics,Beginner,4.45,4,53850
530,Probability Course,Probability,Beginner,4.8,23,197403
531,Linear Algebra Course,Linear Algebra,Beginner,4.81,4,336959
532,Statistics for Data Science,Statistics,Beginner,4.22,38,392753
533,Advanced Python,Python,Beginner,3.8,12,309445
534,Computer Vision Basics,Computer Vision,Beginner,4.26,21,243478
535,Computer Vision Basics,Computer Vision,Intermediate,3.51,33,320842
536,Probability Course,Probability,Advanced,4.83,29,463006
537,Computer Vision Basics,Computer Vision,Beginner,4.78,30,335389
538,PyTorch for Deep Learning,PyTorch,Beginner,4.05,7,425546
539,PyTorch for Deep Learning,PyTorch,Intermediate,3.61,22,156757
540,TensorFlow Crash Course,TensorFlow,Advanced,4.04,10,419228
541,SQL for Data Science,SQL,Intermediate,4.22,23,268549
542,SQL for Data Science,SQL,Beginner,3.76,38,35156
543,Neural Networks,Deep Learning,Beginner,4.5,16,318951
544,PyTorch for Deep Learning,PyTorch,Intermediate,4.27,32,188316
545,Pandas for Data Analysis,Pandas,Advanced,4.13,37,437502
546,Data Analysis Course,Data Analysis,Beginner,4.36,19,282465
547,Data Analysis Course,Data Analysis,Beginner,4.09,34,354344
548,SQL for Data Science,SQL,Advanced,4.6,30,290265
549,Probability Course,Probability,Beginner,4.82,20,457408
550,Data Visualization with Python,Data Visualization,Beginner,4.09,8,41668
551,Linear Algebra Course,Linear Algebra,Beginner,3.76,17,98482
552,PyTorch for Deep Learning,PyTorch,Intermediate,3.61,20,149838
553,TensorFlow Crash Course,TensorFlow,Beginner,4.64,34,437074
554,TensorFlow Crash Course,TensorFlow,Intermediate,4.21,33,101237
555,TensorFlow Crash Course,TensorFlow,Intermediate,4.92,20,351272
556,Numpy Fundamentals,Numpy,Advanced,3.95,37,121042
557,Probability Course,Probability,Intermediate,3.87,33,47580
558,Numpy Fundamentals,Numpy,Beginner,4.31,32,305802
559,Neural Networks,Deep Learning,Beginner,4.79,25,241957
560,Python Basics,Python,Beginner,3.93,10,139159
561,Linear Algebra Course,Linear Algebra,Intermediate,4.37,37,301613
562,Probability Course,Probability,Beginner,4.72,32,9936
563,Numpy Fundamentals,Numpy,Beginner,3.82,11,164476
564,Computer Vision Basics,Computer Vision,Advanced,4.37,14,420339
565,Data Visualization with Python,Data Visualization,Intermediate,3.52,18,390917
566,Data Visualization with Python,Data Visualization,Advanced,4.67,13,99475
567,Computer Vision Basics,Computer Vision,Beginner,4.63,15,105961
568,Advanced Python,Python,Advanced,3.66,11,252883
569,Data Analysis Course,Data Analysis,Advanced,4.65,2,224383
570,Computer Vision Basics,Computer Vision,Beginner,3.52,40,478531
571,SQL for Data Science,SQL,Intermediate,3.97,24,315213
572,Python for Data Science,Python,Intermediate,4.84,22,107669
573,Data Analysis Course,Data Analysis,Intermediate,4.08,39,43404
574,Statistics for Data Science,Statistics,Intermediate,4.0,20,51420
575,Statistics for Data Science,Statistics,Intermediate,3.5,28,270791
576,Data Analysis Course,Data Analysis,Advanced,4.51,35,492363
577,PyTorch for Deep Learning,PyTorch,Intermediate,4.45,19,195776
578,Numpy Fundamentals,Numpy,Advanced,3.58,21,360520
579,Computer Vision Basics,Computer Vision,Intermediate,4.99,21,292229
580,PyTorch for Deep Learning,PyTorch,Beginner,3.69,39,396915
581,Pandas for Data Analysis,Pandas,Intermediate,4.21,28,462926
582,Statistics for Data Science,Statistics,Intermediate,4.68,29,22386
583,Statistics for Data Science,Statistics,Beginner,3.76,26,386063
584,Python for Data Science,Python,Intermediate,4.81,3,429844
585,Natural Language Processing,NLP,Intermediate,4.22,26,192423
586,Deep Learning Fundamentals,Deep Learning,Beginner,4.9,11,332753
587,Deep Learning Fundamentals,Deep Learning,Advanced,3.58,15,97732
588,Natural Language Processing,NLP,Advanced,3.89,27,371892
589,Linear Algebra Course,Linear Algebra,Advanced,4.71,27,44165
590,Neural Networks,Deep Learning,Intermediate,4.58,5,193875
591,Computer Vision Basics,Computer Vision,Advanced,3.65,16,398268
592,TensorFlow Crash Course,TensorFlow,Beginner,4.22,31,332669
593,Probability Course,Probability,Beginner,4.1,10,246074
594,TensorFlow Crash Course,TensorFlow,Intermediate,4.4,22,476354
595,Data Visualization with Python,Data Visualization,Intermediate,4.04,19,267229
596,SQL for Data Science,SQL,Advanced,4.47,8,48017
597,TensorFlow Crash Course,TensorFlow,Advanced,3.97,2,91486
598,Natural Language Processing,NLP,Beginner,4.8,24,169571
599,Statistics for Data Science,Statistics,Advanced,3.88,40,352243
600,ML Algorithms,Machine Learning,Advanced,4.19,16,87518
601,Python for Data Science,Python,Advanced,4.43,33,309306
602,Machine Learning Intro,Machine Learning,Intermediate,3.95,26,158864
603,Linear Algebra Course,Linear Algebra,Advanced,4.3,19,27254
604,Probability Course,Probability,Beginner,4.6,5,340668
605,Computer Vision Basics,Computer Vision,Beginner,4.86,35,37176
606,Natural Language Processing,NLP,Intermediate,4.72,34,406618
607,Natural Language Processing,NLP,Beginner,4.07,10,416143
608,Python for Data Science,Python,Advanced,3.82,37,376435
609,Computer Vision Basics,Computer Vision,Beginner,4.53,28,121917
610,Numpy Fundamentals,Numpy,Advanced,4.87,15,173564
611,Natural Language Processing,NLP,Beginner,4.72,33,486524
612,Python for Data Science,Python,Intermediate,3.61,6,104151
613,Pandas for Data Analysis,Pandas,Intermediate,4.74,28,230378
614,Neural Networks,Deep Learning,Intermediate,3.92,14,450666
615,Computer Vision Basics,Computer Vision,Intermediate,4.5,18,447673
616,Statistics for Data Science,Statistics,Intermediate,4.02,21,230028
617,Statistics for Data Science,Statistics,Intermediate,4.37,36,379117
618,Advanced Python,Python,Intermediate,3.55,26,342377
619,Python for Data Science,Python,Beginner,4.12,8,120484
620,Computer Vision Basics,Computer Vision,Advanced,3.68,29,272594
621,Numpy Fundamentals,Numpy,Intermediate,3.96,37,481162
622,Numpy Fundamentals,Numpy,Advanced,4.05,12,216391
623,SQL for Data Science,SQL,Advanced,3.78,35,148000
624,Computer Vision Basics,Computer Vision,Intermediate,4.28,21,94254
625,Advanced Python,Python,Advanced,4.74,5,316447
626,Probability Course,Probability,Intermediate,4.83,16,53064
627,Data Visualization with Python,Data Visualization,Advanced,4.59,35,411472
628,Data Analysis Course,Data Analysis,Intermediate,4.13,39,107231
629,Python for Data Science,Python,Beginner,4.06,37,309070
630,Numpy Fundamentals,Numpy,Advanced,3.9,34,162746
631,Linear Algebra Course,Linear Algebra,Beginner,3.72,10,300221
632,Statistics for Data Science,Statistics,Intermediate,3.65,3,24833
633,Data Visualization with Python,Data Visualization,Advanced,4.24,25,324607
634,Data Visualization with Python,Data Visualization,Intermediate,4.58,5,446297
635,Data Visualization with Python,Data Visualization,Beginner,3.84,31,148844
636,Statistics for Data Science,Statistics,Intermediate,4.77,30,447661
637,Computer Vision Basics,Computer Vision,Intermediate,4.87,40,272871
638,Data Visualization with Python,Data Visualization,Advanced,3.93,35,403594
639,SQL for Data Science,SQL,Intermediate,4.82,39,334290
640,Numpy Fundamentals,Numpy,Intermediate,4.06,33,437653
641,Numpy Fundamentals,Numpy,Beginner,4.3,28,188804
642,Computer Vision Basics,Computer Vision,Beginner,4.45,34,117119
643,Probability Course,Probability,Beginner,4.76,5,489276
644,ML Algorithms,Machine Learning,Advanced,4.46,11,280798
645,Pandas for Data Analysis,Pandas,Intermediate,4.14,7,1098
646,Data Visualization with Python,Data Visualization,Intermediate,4.22,40,484111
647,Probability Course,Probability,Advanced,4.76,19,426111
648,Linear Algebra Course,Linear Algebra,Advanced,4.68,8,80994
649,Statistics for Data Science,Statistics,Intermediate,4.19,2,356423
650,Computer Vision Basics,Computer Vision,Advanced,4.51,11,144558
651,Computer Vision Basics,Computer Vision,Advanced,3.91,14,62952
652,Statistics for Data Science,Statistics,Advanced,4.53,5,121357
653,Python for Data Science,Python,Beginner,4.36,24,392215
654,Probability Course,Probability,Beginner,4.86,33,112102
655,Computer Vision Basics,Computer Vision,Advanced,3.6,14,45448
656,Python for Data Science,Python,Intermediate,4.14,37,363337
657,Data Analysis Course,Data Analysis,Advanced,3.97,37,473704
658,Linear Algebra Course,Linear Algebra,Beginner,4.59,12,47607
659,Linear Algebra Course,Linear Algebra,Beginner,4.36,9,65165
660,Natural Language Processing,NLP,Advanced,4.12,8,405510
661,Natural Language Processing,NLP,Intermediate,3.53,34,271015
662,Natural Language Processing,NLP,Beginner,4.94,40,89932
663,Data Analysis Course,Data Analysis,Intermediate,4.31,27,298462
664,ML Algorithms,Machine Learning,Beginner,4.59,8,163035
665,TensorFlow Crash Course,TensorFlow,Advanced,4.57,9,66665
666,Pandas for Data Analysis,Pandas,Beginner,4.92,8,123425
667,PyTorch for Deep Learning,PyTorch,Advanced,4.83,21,147463
668,Data Analysis Course,Data Analysis,Advanced,3.51,4,478588
669,ML Algorithms,Machine Learning,Advanced,4.62,29,470173
670,Machine Learning Intro,Machine Learning,Advanced,4.38,5,355074
671,Statistics for Data Science,Statistics,Intermediate,4.73,4,33207
672,Probability Course,Probability,Advanced,4.94,19,491795
673,Linear Algebra Course,Linear Algebra,Beginner,4.93,20,270475
674,Linear Algebra Course,Linear Algebra,Beginner,4.74,34,481688
675,ML Algorithms,Machine Learning,Beginner,3.61,29,327101
676,Numpy Fundamentals,Numpy,Advanced,4.37,21,497532
677,Data Analysis Course,Data Analysis,Intermediate,4.6,28,314821
678,SQL for Data Science,SQL,Intermediate,4.86,28,134490
679,Natural Language Processing,NLP,Intermediate,4.85,18,424005
680,Statistics for Data Science,Statistics,Beginner,4.1,12,26386
681,Data Visualization with Python,Data Visualization,Beginner,4.99,6,384930
682,Advanced Python,Python,Beginner,4.44,19,191902
683,Probability Course,Probability,Beginner,3.62,36,133393
684,Neural Networks,Deep Learning,Intermediate,3.88,25,177608
685,Probability Course,Probability,Advanced,3.91,20,158770
686,Probability Course,Probability,Intermediate,4.49,25,200187
687,Machine Learning Intro,Machine Learning,Intermediate,3.8,37,266581
688,Probability Course,Probability,Beginner,4.88,35,36516
689,Advanced Python,Python,Intermediate,3.88,19,296711
690,SQL for Data Science,SQL,Beginner,4.71,18,133523
691,PyTorch for Deep Learning,PyTorch,Beginner,4.71,10,201402
692,Natural Language Processing,NLP,Advanced,4.15,22,124072
693,SQL for Data Science,SQL,Beginner,4.2,28,85679
694,Deep Learning Fundamentals,Deep Learning,Advanced,3.53,17,387547
695,Python for Data Science,Python,Intermediate,4.32,14,45429
696,TensorFlow Crash Course,TensorFlow,Beginner,4.36,15,379135
697,Machine Learning Intro,Machine Learning,Intermediate,4.89,11,69419
698,Python for Data Science,Python,Intermediate,4.22,36,236724
699,TensorFlow Crash Course,TensorFlow,Beginner,3.54,25,395102
700,Natural Language Processing,NLP,Advanced,4.98,34,257907
701,Linear Algebra Course,Linear Algebra,Advanced,4.72,40,248817
702,Probability Course,Probability,Beginner,3.62,18,306430
703,TensorFlow Crash Course,TensorFlow,Intermediate,4.27,36,251099
704,Python Basics,Python,Beginner,3.7,25,238598
705,Natural Language Processing,NLP,Advanced,4.49,35,300883
706,Computer Vision Basics,Computer Vision,Intermediate,4.32,11,83944
707,Deep Learning Fundamentals,Deep Learning,Beginner,4.34,6,386104
708,Natural Language Processing,NLP,Advanced,4.56,30,267224
709,Machine Learning Intro,Machine Learning,Advanced,4.59,7,166030
710,Statistics for Data Science,Statistics,Beginner,4.83,4,165823
711,Linear Algebra Course,Linear Algebra,Advanced,3.55,19,271230
712,Python Basics,Python,Advanced,4.03,24,203697
713,Computer Vision Basics,Computer Vision,Intermediate,4.21,38,432305
714,Deep Learning Fundamentals,Deep Learning,Intermediate,4.05,9,199931
715,Statistics for Data Science,Statistics,Beginner,3.98,35,324570
716,Linear Algebra Course,Linear Algebra,Intermediate,4.38,18,311419
717,Python for Data Science,Python,Intermediate,3.99,16,307104
718,Computer Vision Basics,Computer Vision,Intermediate,4.39,36,257221
